Record Id,Record URL,Document URL,Title,Original title,Date of original text,Last amended date,Available website,Language of document,Country/Territory,Regional organizations,Territorial subdivision,Type of text,Repealed,Abstract,Primary subjects,Domain,Keywords
LEX-FAOC151594,http://www.fao.org/faolex/results/details/en/c/LEX-FAOC151594,https://faolex.fao.org/docs/pdf/chi151594.pdf,"Decreto Nº 122 – Aprueba Reglamento especial para la uva vinífera, en el marco de la Ley que regula las transacciones comerciales de productos agropecuarios.",,29-12-2014,,www.leychile.cl/Consulta,Spanish,Chile,,,Regulation,,"Este Reglamento establece las metodologías para la medición de la cantidad, masa o volumen de la uva vinífera y las metodologías a utilizar por los laboratorios de calibración en el desarrollo de su función, de conformidad con la Ley Nº 20.656 sobre transacciones comerciales de productos agropecuarios. Asimismo fija los diferentes parámetros que componen el listado de precio de referencia, con la finalidad de que los interesados cuenten con la debida información de las condiciones comerciales ofrecidas por los agroindustriales o intermediarios. Estas disposiciones se aplican a todas las primeras transacciones de uva vinífera cuyo destino sea la elaboración de vinos y mostos para vino, en que se mida la cantidad, masa o volumen de dicho producto. ",Agricultural & rural development; Food & nutrition; Cultivated plants,Agriculture; Food & nutrition; Cultivated plants,agricultural commodities; internal trade; viticulture/oenological practices; internal trade; viticulture/oenological practices; internal trade
LEX-FAOC165335,http://www.fao.org/faolex/results/details/en/c/LEX-FAOC165335,https://faolex.fao.org/docs/pdf/chi165335.pdf,"Decreto Nº 306 - Modifica Decreto Nº 122 de 2014 del Ministerio de Agricultura, que aprueba el Reglamento especial para la uva vinífera, en el marco de la Ley Nº 20.656, que regula las transacciones comerciales de productos agropecuarios.",,14-12-2016,,http://bcn.cl/1zvm5,Spanish,Chile,,,Regulation,,"El presente Decreto introduce algunas enmiendas al decreto Nº 122 de 2014 en lo referente a las metodologías para la medición de la cantidad, masa o volumen de la uva vinífera y las metodologías a utilizar por los laboratorios de calibración en el desarrollo de su función, de conformidad con la Ley Nº 20.656 sobre transacciones comerciales de productos agropecuarios. ",Food & nutrition; Cultivated plants,Agriculture; Food & nutrition; Cultivated plants,agricultural commodities; internal trade; viticulture/oenological practices; internal trade; viticulture/oenological practices; internal trade
LEX-FAOC189616,http://www.fao.org/faolex/results/details/en/c/LEX-FAOC189616,https://faolex.fao.org/docs/pdf/chi189616.pdf,"Resolución Núm. 4.261 exenta - Establece requerimientos de infraestructura, instalaciones y equipamiento, para sitios de inspección de mercancías de importación de competencia del Servicio Agrícola y Ganadero.",,10-06-2019,,www.leychile.cl,Spanish,Chile,,,Regulation,,"La presente Resolución establece los requerimientos de infraestructura, instalaciones, equipamiento y materiales, entre otros, que deberán cumplir los sitios de inspección asociados a los puertos habilitados de ingreso para mercancías de importación de competencia del Servicio Agrícola y Ganadero. Los requisitos generales que deberán cumplir los sitios de inspección ubicados en zona primaria (ZP), serán establecidos de acuerdo a la clasificación de mercancías, tipo de carga, tipo de embalaje, medio de transporte de acercamiento, condiciones geográficas y climáticas de las áreas en donde se emplazarán estos sitios (las que incluyen aspectos de habitabilidad para las áreas de trabajo y de alojamiento, cuando corresponda, y acondicionamiento térmico para sus instalaciones), particularidades técnicas u operativas adicionales propias de cada lugar, considerando la adopción de medidas emergenciales, a objeto de disminuir los riesgos sanitarios asociados a las cargas de importación. ",Agricultural & rural development; Food & nutrition,Agriculture; Food & nutrition; Cultivated plants,agricultural commodities; transport/storage; inspection; international trade; agricultural commodities; transport/storage; inspection; international trade; food safety and quality; agricultural commodities; transport/storage; inspection; international trade
LEX-FAOC207137,http://www.fao.org/faolex/results/details/en/c/LEX-FAOC207137,https://faolex.fao.org/docs/pdf/chi207137.pdf,Decreto Nº 10 - Instituye el Día Nacional de las Frutas y Verduras.,,04-04-2017,02-07-2020,www.bcn.cl,Spanish,Chile,,,Regulation,,"El presente Decreto instituye el día 8 de octubre de cada año como el Día Nacional de las Frutas y Verduras, el que busca promover y apoyar tanto la producción como el consumo de frutas y verduras por sus bondades nutricionales, lo que se espera vaya en beneficio del incremento de la producción de los pequeños y medianos productores nacionales. ",Food & nutrition,Agriculture; Food & nutrition; Cultivated plants,smallholders/peasants; nutrition; fruits/edible nuts; vegetables/legumes; plant production
LEX-FAOC207213,http://www.fao.org/faolex/results/details/en/c/LEX-FAOC207213,https://faolex.fao.org/docs/pdf/chi207213.pdf,"Resolución Nº 1.272 - Aprueba Manual Marca Gráfica y deroga Resolución Nº 1.110, de 2008.",,28-02-2017,,www.bcn.cl,Spanish,Chile,,,Regulation,,"Mediante la presente Resolución se aprueba el Manual de Marca Gráfica de Productos Orgánicos y sus equivalentes. Dicho Manual establece las características gráficas del sello oficial previsto por la Ley Nº 20.089, referente al Sistema Nacional de Certificación de Productos Orgánicos Agrícolas, y forma parte integrante de la presente Resolución. ",Agricultural & rural development; Food & nutrition; Cultivated plants,Agriculture; Food & nutrition; Cultivated plants,agricultural commodities; ecological production/organic production; certification; packaging/labelling; agricultural commodities; ecological production/organic production; certification; agricultural commodities; ecological production/organic production; certification
LEX-FAOC207215,http://www.fao.org/faolex/results/details/en/c/LEX-FAOC207215,https://faolex.fao.org/docs/pdf/chi207215.pdf,Decreto Nº 3 - Aprueba Reglamento de la Ley Nº 20.089 que crea el Sistema Nacional de Certificación de Productos Orgánicos Agrícolas.,,29-01-2016,,www.bcn.cl,Spanish,Chile,,,Regulation,,"El presente Reglamento consta de 42 artículos, divididos en los siguientes Títulos: I. Disposiciones generales; II. Del Sistema Nacional de Certificación de Productos Orgánicos Agrícolas; III. De las importaciones; IV. De las sanciones. El Reglamento tiene como finalidad establecer los requisitos y protocolos para la adscripción al Sistema Nacional de Certificación de Productos Orgánicos Agrícolas y regular los demás aspectos que sean necesarios para la adecuada operación de dicho sistema, de conformidad con la ley Nº 20.089. Es obligatorio para las entidades de certificación, ya sean los organismos de certificación o las organizaciones de agricultores ecológicos y los operadores que se desempeñen en el ámbito de la agricultura orgánica. Conforme señala el artículo 6, un  producto silvoagropecuario que se haya originado en un proceso productivo orgánico, para ser reconocido como tal, debe estar certificado por una entidad certificadora. Estas pueden ser un organismo de certificación o una organización de agricultores ecológicos previamente registrada. Se establecen normas específicas sobre el registro de las entidades de certificación, el control del uso del sello oficial de productos orgánicos, las obligaciones de los operadores, los requisitos y obligaciones de los organismos de certificación y de las organizaciones de agricultures ecológicos, la comercialización de productos orgánicos importados, entre otras materias. Las  características gráficas del Sello Oficial serán establecidas mediante una resolución del Servicio Agrícola y Ganadero (SAG). ",Food & nutrition,Agriculture; Food & nutrition; Cultivated plants,ecological production/organic production; agroecology; ecofriendly products/ecofriendly processes; food safety and quality; packaging/labelling; agricultural commodities; ecological production/organic production; certification; standards; consumer protection; international trade; inspection; ecological production/organic production; certification
LEX-FAOC207392,http://www.fao.org/faolex/results/details/en/c/LEX-FAOC207392,https://faolex.fao.org/docs/pdf/chi207392.pdf,Resolución Nº 2.147 - Instruye el reconocimiento de aplicadores de plaguicidas ante el Servicio Agrícola y Ganadero.,,26-07-2002,04-10-2010,www.bcn.cl,Spanish,Chile,,,Regulation,,"En el marco del Título III de la Ley de Protección Agrícola, la presente Resolución establece el Reconocimiento de Aplicadores de Plaguicidas por el Servicio Agrícola y Ganadero (SAG) para las personas que aprueben los cursos de capacitación en el buen uso y aplicación de plaguicidas que se dicten y que cuenten con la aprobación del SAG. Se espera que con esta medida se incentive la contratación y empleo en las labores agrícolas de las personas capacitadas, entre otros objetivos. Se adjunta a la Resolución un Marco Referencial que servirá al SAG para definir la temática y los programas de estos cursos de capacitación. ",Agricultural & rural development; Cultivated plants,Agriculture; Cultivated plants; General,public health; rural employment; pesticides; education; certification; good practices; pesticides; education; certification; good practices
LEX-FAOC207394,http://www.fao.org/faolex/results/details/en/c/LEX-FAOC207394,https://faolex.fao.org/docs/pdf/chi207394.pdf,Resolución Nº 2.029 - Establece requisitos y contenidos del curso general de capacitación sobre manejo y uso de plaguicidas agrícolas.,,03-04-2017,,www.bcn.cl,Spanish,Chile,,,Regulation,,"La presente Resolución del Servicio Agrícola y Ganadero actualiza los requisitos y contenidos del Curso general de Capacitación sobre Manejo y Uso de Plaguicidas Agrícolas, contemplado en la Resolución Nº 2.147 de 26 de julio de 2002. El objetivo general del curso consistirá en realizar labores agrícolas de almacenamiento, transporte, mezcla, manejo y uso de plaguicidas de acuerdo a las diferentes condiciones prediales y a la normativa vigente. El curso abarcará, entre otras, las siguientes materias: conceptos básicos asociados al Manejo y Uso de Plaguicidas; normativa legal vigente en la materia; situaciones de riesgo para la salud, incluyendo intoxicación por plaguicidas y manejo de situaciones de emergencia; clasificación, preparación, manejo y aplicación de plaguicidas; manejo integrado de plagas y enfermedades; implementación de buenas prácticas agrícolas; etc. ",Agricultural & rural development; Cultivated plants,Agriculture; Cultivated plants; General,public health; rural employment; pesticides; education; certification; good practices; pesticides; education; certification; good practices; toxicity/poisoning
LEX-FAOC009315,http://www.fao.org/faolex/results/details/en/c/LEX-FAOC009315,https://faolex.fao.org/docs/pdf/chi9315.pdf; https://faolex.fao.org/docs/pdf/chi9315original.pdf,Decreto Nº 977 - Reglamento Sanitario de los Alimentos.,,06-08-1996,24-07-2018,,Spanish,Chile,,,Regulation,,"El presente reglamento establece las condiciones sanitarias a que deberá ceñirse la producción, importación, elaboración, envase, almacenamiento, distribución y venta de alimentos para uso humano, así como las condiciones en que deberá efectuarse la publicidad de los mismos, con el objeto de proteger la salud y nutrición de la población y garantizar el suministro de productos sanos e inocuos. Este reglamento se aplica igualmente a todas las personas, naturales o jurídicas, que se relacionen o intervengan en los procesos aludidos anteriormente, así como a los establecimientos, medios de transporte y distribución destinados a dichos fines. El reglamento consta de un encabezado y 30 Títulos, a saber: Principios generales de higiene de los alimentos (I); De los alimentos (II); De los aditivos alimentarios (III); De los contaminantes y residuos (IV); De los criterios microbiológicos (V); De la irradiación de alimentos (VI); De la congelación de los alimentos (VII); De la leche y productos lácteos (VIII); De los helados y mezclas de helados (IX); De las grasas y aceites comestibles (X); De los alimentos cárneos (XI); De los pescados (XII); De los mariscos (XIII); De los huevos (XIV); De los alimentos farináceos (XV); De las levaduras de panificación y de los agentes leudantes (XVI); De los azúcares y miel (XVII); De los productos de confitería y similares (XVIII); De las confituras y similares (XIX); De las conservas (XX); De los encurtidos (XXI); De los caldos y sopas deshidratadas (XXII); De las especias, condimentos y salsas (XXIII); De los estimulantes o fruitivos (XXIV); De las comidas y platos preparados (XXV); Del agua potable, aguas minerales y hielo (XXVI); De las bebidas analcohólicas y jugos de frutas y hortalizas, y aguas envasadas (XXVII); De los alimentos para regímenes especiales (XXVIII); De los suplementos alimentarios y de los alimentos para deportistas (XXIX); De las sanciones (XXX). ",Food & nutrition,Livestock; Food & nutrition; Cultivated plants,hygiene/sanitary procedures; MRL-maximum residue limit; veterinary drugs; apiculture/sericulture; animal health; standards; hygiene/sanitary procedures; meat; milk/dairy products; inspection; processing/handling; fish products; packaging/labelling; potable water; food additives; MRL-maximum residue limit; nutrition; food safety and quality; poultry products; radiation; special dietary uses; beverages; condiments/herbs/spices; crustaceans; good practices; veterinary drugs; pesticides; hygiene/sanitary procedures; pesticides
LEX-FAOC054740,http://www.fao.org/faolex/results/details/en/c/LEX-FAOC054740,https://faolex.fao.org/docs/pdf/chi54740.pdf,Resolución Nº 5.581 - Autoriza desembarque y tratamiento sanitario de basuras orgánicas de naves provenientes del extranjero y de puertos nacionales ubicados bajo cuarentena interna.,,14-10-2005,,,Spanish,Chile,,,Regulation,,"Teniendo en cuenta que la basura orgánica de las naves provenientes del extranjero y de puertos nacionales ubicados en áreas bajo cuarentena interna constituyen un riesgo de introducción, diseminación y establecimiento en el territorio nacional de plagas de los vegetales y enfermedades de los animales, la presente Resolución autoriza su desembarque en la medida en que se cumplan los requisitos y tratamientos estipulados en el Reglamento Específico para la Acreditación de Terceros. ",Livestock; Cultivated plants,Livestock; Cultivated plants; Waste & hazardous substances,animal health; pests/diseases; plant production; pests/diseases; plant protection; organic waste; waste management
LEX-FAOC068993,http://www.fao.org/faolex/results/details/en/c/LEX-FAOC068993,https://faolex.fao.org/docs/pdf/chi68993.pdf,"Decreto Nº 53 - Establece puntos habilitados de frontera para el tránsito por el territorio nacional de vegetales, animales, productos y subproductos de origen animal y vegetal e insumos agrícolas y pecuarios.",,17-01-2007,,,Spanish,Chile,,,Regulation,,"El presente Decreto especifica los puntos habilitados de frontera a efectos del tránsito desde y hacia terceros países de vegetales, animales, productos y subproductos de origen animal y vegetal, así como de insumos agrícolas y pecuarios. ",Livestock; Food & nutrition; Cultivated plants,Livestock; Food & nutrition; Cultivated plants,international trade; animal health; international trade; agricultural commodities; international trade; plant protection
LEX-FAOC207174,http://www.fao.org/faolex/results/details/en/c/LEX-FAOC207174,https://faolex.fao.org/docs/pdf/chi207174.pdf,Decreto Nº 36 - Regula el funcionamiento del Fondo de Mejoramiento del Patrimonio Sanitario.,,14-06-2002,,,Spanish,Chile,,,Regulation,,"El presente Decreto determina que los recursos que consulte la Ley de Presupuestos de cada año en el Servicio Agrícola y Ganadero para el Fondo de Mejoramiento del Patrimonio Sanitario se adjudicarán mediante concursos públicos, en los que podrán postular los titulares de proyectos que requieran de un aporte del Fondo no superior a $75.000 anuales. El Fondo estará destinado al financiamiento de proyectos sobre diversas áreas estratégicas del Servicio Agrícola y Ganadero (SAG), tales como el control y erradicación de plagas cuarentenarias, vigilancia y defensa del patrimonio sanitario agrícola; defensa, vigilancia, control y erradicación de enfermedades que afecten el patrimonio sanitario pecuario; manejo sustentable de los recursos naturales y fomento de prácticas agropecuarias de producción limpia; inocuidad de alimentos; etc. ",Livestock; Cultivated plants,Livestock; Food & nutrition; Cultivated plants; General,financing; special fund; animal health; subsidy/incentive; special fund; food safety and quality; subsidy/incentive; financing; special fund; pests/diseases; subsidy/incentive; plant protection
LEX-FAOC207411,http://www.fao.org/faolex/results/details/en/c/LEX-FAOC207411,https://faolex.fao.org/docs/pdf/chi207411.pdf; https://faolex.fao.org/docs/pdf/chi207411annex.pdf,Resolución Nº 252 - Aprueba formulario único Declaración Jurada Aduana/SAG.,,19-01-2005,,www.bcn.cl,Spanish,Chile,,,Regulation,,"En el marco del artículo 21 del Decreto Ley Nº 3.557 que regula la Declaración Jurada del Servicio Agrícola y Ganadero (SAG) respecto de los productos de origen agrícola y/o pecuario que porten pasajeros y tripulantes al ingresar al país; la presente Resolución aprueba el formulario único de declaración jurada, el que incluirá en un solo documento la mencionada declaración y la Declaración de Dinero que porten, según la ley Nº 19.913, de competencia del Servicio Nacional de Aduanas. Dicho documento será fiscalizado en todos los controles fronterizos del país con presencia de funcionarios del Servicio Nacional de Aduanas y del Servicio Agrícola y Ganadero. El documento se anexa a la presente Resolución y se entiende formar parte integrante de la misma. La declaración incluye, entre otros: frutos y hortalizas; todo tipo de material vegetal de reproducción; todo tipo de granos y semillas; maderas; todo tipo de material biológico; plaguicidas y fertilizantes; animales vivos; carne o derivados; leche y sus derivados; medicamentos veterinarios; alimento para animales; etc. El formulario señalado en la presente Resolución se utilizará a contar del 1 de febrero de 2005. ",Livestock; Cultivated plants,Livestock; Cultivated plants; Wild species & ecosystems,inspection; international trade; plant protection; inspection; international trade; trade in species; inspection; international trade
LEX-FAOC207438,http://www.fao.org/faolex/results/details/en/c/LEX-FAOC207438,https://faolex.fao.org/docs/pdf/chi207438.pdf,"Resolución Nº 1.284 - Establece categorización de productos de origen vegetal, según su riesgo de plagas y potenciales efectos en salud animal y según requisitos en su condición de orgánicos y medidas de control para los mismos en frontera y deroga Resolución Nº 3.589, de 2012.",,03-03-2021,,www.bcn.cl,Spanish,Chile,,,Regulation,,"La presente Resolución del Servicio Agrícola y Ganadero (SAG) tiene por objetivo establecer la categorización de productos vegetales según su riesgo de plagas, considerando el método y grado de procesamiento aplicado y su uso previsto. Se incluyen las mercancías que ingresan al país destinadas a alimentación animal. Asimismo, se establece la necesidad de verificar el cumplimiento de los requisitos de certificación de productos orgánicos importados. La Resolución establece cuatro categorías de productos de menor a mayor riesgo fitosanitario según su procesamiento, y se listan cuáles requerirán o no ser presentados al Servicio para su pronunciamiento y de qué forma. ",Cultivated plants,Livestock; Food & nutrition; Cultivated plants,animal feed/feedstuffs; ecological production/organic production; inspection; food safety and quality; ecological production/organic production; inspection; plant protection; pests/diseases; agricultural commodities; classification/declassification; risk assessment/management; processing/handling; ecological production/organic production; inspection; international trade
LEX-FAOC054928,http://www.fao.org/faolex/results/details/en/c/LEX-FAOC054928,https://faolex.fao.org/docs/pdf/chi54928.pdf,Resolución Nº 2.004 – Establece Comité Asesor y Secretaría Técnica en materia de introducción deliberada al medio ambiente de organismos vivos modificados.,,08-08-2000,,,Spanish,Chile,,,Regulation,Y,"La presente Resolución tiene por objeto la creación del Comité Asesor y de la Secretaría Técnica en materia de Introducción Deliberada al Medio Ambiente de Organismos Vivos Modificados (OVMs), que tendrán por función asesorar al Director Nacional del Servicio Agrícola y Ganadero para resolver informadamente en materias referidas a Organismos Vivos Modificados (OMVs) generados por biotecnología moderna y de los productos e insumos silvoagropecuarios derivados de éstos. ",Livestock; Cultivated plants,Livestock; Environment; Cultivated plants,biotechnology; genetically modified organism (GMO); institution; genetically modified organism (GMO); institution; biotechnology; genetically modified organism (GMO); institution
LEX-FAOC068953,http://www.fao.org/faolex/results/details/en/c/LEX-FAOC068953,https://faolex.fao.org/docs/pdf/chi68953.pdf,Resolución Nº 6.966 - Crea Comité Técnico de Organismos Genéticamente Modificados.,,15-12-2005,,www.sag.gob.cl,Spanish,Chile,,,Regulation,,"La presente Resolución crea el Comité Técnico de Organismos Genéticamente Modificados, como instancia de asesoramiento del Director Nacional de Servicio Agrícola y Ganadero en temas referidos a organismos genéticamente modificados generados por biotecnología moderna, así como sus productos e insumos silvoagropecuarios. ",Livestock; Cultivated plants,Livestock; Environment; Cultivated plants,biotechnology; genetically modified organism (GMO); institution; genetically modified organism (GMO); institution; biotechnology; genetically modified organism (GMO); institution
LEX-FAOC168111,http://www.fao.org/faolex/results/details/en/c/LEX-FAOC168111,https://faolex.fao.org/docs/pdf/chi168111.pdf,Plan de Adaptación al Cambio Climático del Sector Silvoagropecuario 2013.,,2013,,www.portal.mma.gob.cl,Spanish,Chile,,,Policy,,"El Plan Nacional de Adaptación al Cambio Climático se constituye como el instrumento articulador de la política pública chilena de adaptación al cambio climático, cuya misión se ha definido como: Fortalecer la capacidad de Chile para adaptarse al cambio climático profundizando los conocimientos de sus impactos y de la vulnerabilidad del país y generando acciones planificadas que permitan minimizar los efectos negativos y aprovechar los efectos positivos, para su desarrollo económico y social y asegurando su sustentabilidad. Este plan entrega los lineamientos para la adaptación en Chile y proporciona la estructura operativa para la coordinación y coherencia de las acciones de los diferentes sectores, y diferentes niveles administrativos territoriales, considerando que la adaptación puede llevarse a cabo a nivel de un sector específico, a nivel multisectorial, a nivel regional o de manera transversal. Sus objetivos son: 1. Establecer el marco conceptual para la adaptación en Chile. 2. Establecer el marco institucional bajo el cual operará el Plan Nacional de adaptación y los planes sectoriales. 3. Establecer y actualizar los sectores que requieren planes de adaptación y establecer los criterios y lineamientos para su elaboración e implementación. 4. Definir las acciones transversales a los sectores, necesarias para la adaptación al cambio climático. Cap. 4. El plan y las acciones necesarias para su puesta en práctica deben estar comprendidas en las prioridades y campos de acción establecidos por la autoridad para el sector silvoagropecuario: Mejorar la competitividad de la Agricultura. Fomento a la investigación e innovación. Promover la sustentabilidad económica, social y ambiental. Transparencia y acceso a mercados. Modernizar el Ministerio de Agricultura y sus servicios.  El desarrollo competitivo del sector silvoagropecuario resulta fundamental para cumplir con el desafío de convertir a Chile en una potencia agroalimentaria y forestal. Para alcanzar este objetivo se contemplan acciones que influyen en el desarrollo del sector, entre ellas: fomento al riego y drenaje; desarrollo de iniciativas de transferencia tecnológica para agricultores pequeños y medianos; mejoramiento de la conectividad rural; mantención y mejoramiento del patrimonio sanitario de Chile; mitigación del riesgo agroclimático a través del seguro agrícola y otros mecanismos; mejoramiento de los sistemas de información a los agricultores para una mejor toma de decisiones, entre las principales. Sus principios son: 1. Priorización de las medidas de adaptación que consideran a las personas, localidades e infraestructura más vulnerables. 2. Uso del conocimiento científico disponible y mejora del conocimiento de los efectos del cambio climático, con el fin de precisar la toma de decisiones en materia de adaptación. 3. Generación de alianzas sólidas entre todos los sectores y niveles administrativos territoriales, aprovechando los esfuerzos y conocimientos existentes. 4. Promoción de la participación ciudadana en el proceso de adaptación al cambio climático y de la difusión de información a la sociedad tomando en cuenta condiciones específicas de aspectos sociales, genero y etnia. 5. Consideración de la interacción y sinergia entre las medidas de adaptación y evitar la mala adaptación, entendiendo ésta como el aumento de la vulnerabilidad en un determinado sector a consecuencia de una medida de adaptación en otro sector o el aumento de emisiones de gases de efecto invernadero. 6. Simplicidad y costo efectividad en el diseño e implementación de las medidas de adaptación, junto al claro establecimiento de responsables y recursos. 7. Flexibilidad del plan, de manera que permita incorporar los nuevos conocimientos e ir ajustándose de acuerdo a los aprendizajes. 8. Complemento y soporte de otras políticas ambientales y/o sectoriales, que maximicen los beneficios mutuos tales como: la gestión de desastres, la reducción de las emisiones de gases efecto invernadero, la reducción de la contaminación atmosférica local, las políticas de fomento al riego, entre otros. 9. Reconocimiento del valor de los ecosistemas y de la biodiversidad, como la matriz natural esencial, para amortiguar los efectos adversos del cambio climático sobre las comunidades humanas, sobre la infraestructura y sobre los propios ecosistemas. La presente propuesta de plan de acción sectorial parte de la base de que el sector silvoagropecuario debe incorporar una serie de atributos que le permitan adaptarse mejor a nuevas condiciones climáticas. En consecuencia, las medidas propuestas tienen como objetivo incorporar o reforzar estos atributos. Entre los principales atributos del sector silvoagropecuario para una adecuada adaptación a las nuevas condiciones climáticas, se cuentan los siguientes: Ser eficiente en el uso de los recursos, generando sistemas productivos con un menor consumo de agua, de energía y de agroquímicos, involucrando sistemas que contarían con menor huella de carbono y agua; Ser adaptable a condiciones climáticas variables; contando con sistemas productivos más biodiversos, más dependientes de insumos locales, más diversificados en cuanto a estrategias de control de plagas y enfermedades, Ser sustentable desde la perspectiva de la gestión de los suelos, no excediendo sus potenciales productivos, con el objeto de minimizar o neutralizar procesos erosivos, y Ser tolerante a condiciones climáticas extremas, contando con recursos biológicos productivos en condiciones de estrés térmico, hídrico y salino. Los efectos del cambio climático serán percibidos más por los agricultores de subsistencia. En este sentido, un plan de adaptación sectorial al cambio climático, asumido por la esfera estatal, debe partir de la premisa de que la acción debe estar focalizada en la pequeña y mediana agricultura, especialmente en los agricultores de subsistencia. ",Climate change,Agriculture; Livestock; Environment,climate change; capacity building; desertification; agro-forestry; sustainable development; climate change; animal production; animal health; agro-forestry; sustainable development; climate change; biodiversity; governance; capacity building; education; desertification; sustainable development
LEX-FAOC183350,http://www.fao.org/faolex/results/details/en/c/LEX-FAOC183350,https://faolex.fao.org/docs/pdf/chi183350.pdf,Resolución Núm. 9.228 exenta - Establece procedimientos y regula condiciones que determinan las autorizaciones que indica el artículo 23 del Decreto Supremo Nº 2/2016.,,21-12-2018,,www.leychile.cl,Spanish,Chile,,,Regulation,,"Por la presente Resolución se establece el procedimiento y se regulan las condiciones que determinan las autorizaciones previstas en el artículo 23 del Decreto supremo Nº 2 de 2016, relativo a Normas Técnicas de la Ley N° 20.089, la cual crea el Sistema Nacional de Certificación de Productos Orgánicos Agrícolas. En relación a la autorización de alimentos convencionales para uso en la alimentación animal orgánica, el Servicio debe evaluar caso a caso, sin perjuicio que deben ser consideradas las emergencias agrícolas que son declaradas por el Ministerio de Agricultura, mediante la emisión de una resolución en la que se define el fenómeno climático, así como las comunas, localidades o sectores geográficos declarados en emergencias agrícolas. ",Agricultural & rural development; Food & nutrition,Agriculture; Livestock; Food & nutrition,agricultural commodities; ecological production/organic production; ecological production/organic production; animal feed/feedstuffs; ecological production/organic production; agricultural commodities; certification
LEX-FAOC214537,http://www.fao.org/faolex/results/details/en/c/LEX-FAOC214537,https://faolex.fao.org/docs/pdf/chi214537.pdf,"Ley Nº 21.489 - De promoción, protección y fomento de la actividad apícola.",,04-10-2022,,www.bcn.cl,Spanish,Chile,,,Legislation,,"La presente Ley consta de 31 artículos y tiene por objeto la promoción, protección y fomento del desarrollo sustentable de la apicultura como actividad silvoagropecuaria, mediante la regulación de la producción y extracción de productos apícolas; la comercialización de material biológico apícola; y los servicios de polinización provenientes de toda colmena de abejas en el territorio nacional. La ley rige para toda persona natural o jurídica que se dedique directa o indirectamente a la cría, fomento, comercio, mejoramiento, transporte o explotación de las abejas, así como a la industrialización de sus productos. La Ley pone en relieve la importancia de la apicultura para la conservación de la biodiversidad y mantenimiento del equilibrio ecosistémico. Se crea el Registro Nacional de Apicultores en el que deberán inscribirse los apiarios, así como el Registro de Estampadores de Cera, en el que deberá inscribirse toda persona que realice servicios de estampado de cera. La Ley distingue entre las condiciones mínimas de orden estructural y de orden operacional, mandatando su regulación mediante Reglamento, las que tendrán en todo caso por objeto el desarrollo sustentable de las actividades apícolas, resguardando la sanidad y el bienestar de las abejas. El Servicio Agrícola y Ganadero podrá regular, restringir o prohibir la fabricación, importación, exportación, distribución, venta, tenencia y aplicación de plaguicidas que puedan tener efecto en la actividad apícola. El Ministerio de Agricultura establecerá, a través de un reglamento, las condiciones necesarias para regular la trashumancia de colmenas. La fabricación, importación, distribución, comercialización o transferencia de miel, polen corbicular, y jalea real alterados, adulterados, contaminados o falsificados queda estrictamente prohibido, y solo podrá catalogarse y etiquetarse como miel a los productos que cumplan con las características definidas en el artículo 4º, letra i).  Las disposiciones de la presente ley se aplicarán también a la apicultura urbana, quedando autorizado emplazar colmenares en los sitios urbanos indicados, lo que deberá ser regulado con más detalle mediante Reglamento. Corresponderá la fiscalización de la presente ley al Servicio Agrícola y Ganadero y al Ministerio de Salud, de acuerdo a sus respectivas competencias. ",Livestock,Agriculture; Livestock; Food & nutrition,pesticides; apiculture/sericulture; insects; animal welfare; animal health; transport/storage; ecological production/organic production; urban and peri-urban agriculture; food safety and quality; fraud/deceit/adulteration; standards
LEX-FAOC172646,http://www.fao.org/faolex/results/details/en/c/LEX-FAOC172646,https://faolex.fao.org/docs/pdf/chi172646.pdf,"Decreto con Fuerza de Ley Núm. 5 – Fija texto refundido, concordado y sistematizado de la Ley General de Cooperativas.",,25-09-2003,14-02-2017,www.leychile.cl,Spanish,Chile,,,Legislation,,"El presente Decreto fija el texto refundido, concordado y sistematizado de la Ley General de Cooperativas, cuyo texto original fue adoptado mediante Decreto Supremo N° 502 de 1978 del Ministerio de Economía, Fomento y Reconstrucción. El Decreto introduce el marco normativo que regula la naturaleza, constitución y organización de todo tipo de cooperativas. Dentro del Capítulo II (Disposiciones especiales relativas a las diversas clases de cooperativas) cabe destacar el Título II, que regula las cooperativas agrícolas, campesinas y pesqueras (arts. 65-67). Sólo podrán pertenecer a las cooperativas campesinas los pequeños productores agrícolas y los campesinos definidos en el artículo 13 de la Ley Nº 18.910. Podrán además ser socios de estas cooperativas las personas de derecho público y de derecho privado que no persigan fines de lucro y las personas naturales o jurídicas que sean propietarias, usufructuarias, arrendatarias o tenedoras a cualquier título de los predios en que dichas cooperativas desarrollen sus actividades. En cuanto a las cooperativas pesqueras formadas por pescadores artesanales, éstas tendrán acceso a todos los beneficios que señala la Ley General de Pesca y Acuicultura para las organizaciones de pescadores artesanales legalmente constituidas. El Decreto asimismo establece disposiciones relativas a cooperativas de abastecimiento y distribución de energía eléctrica y de servicios sanitarios rurales. ",Private sector & entrepreneurship,Agriculture; Energy; Fisheries,cooperative/producer organization; basic legislation; cooperative/producer organization; artisanal fisheries; cooperative/producer organization; energy conservation/energy production
