Record Id,Record URL,Document URL,Title,Original title,Date of original text,Last amended date,Available website,Language of document,Country/Territory,Regional organizations,Territorial subdivision,Type of text,Repealed,Abstract,Primary subjects,Domain,Keywords
LEX-FAOC212420,http://www.fao.org/faolex/results/details/en/c/LEX-FAOC212420,https://faolex.fao.org/docs/pdf/chi212420.pdf,"Decreto con Fuerza de Ley Nº 25 - Bonificación y comercio de fertilizantes, desinfectantes y pesticidas.",,23-02-1963,,www.bcn.cl,Spanish,Chile,,,Legislation,,"El presente Decreto con Fuerza de Ley establece normas sobre fertilizantes, yacimientos de fertilizantes y covaderas. Se establece una lista de las aves consideradas guaníferas, prohibiéndose su caza, transporte y comercio, así como la destrucción de los huevos o crías de las mismas. Se prohíbe la pesca entre octubre y marzo dentro de un radio de dos millas marinas medidas desde los sitios guaníferos, entre otras medidas de protección de las aves guaníferas. Se regula la explotación de las covaderas de guano blanco, permitiéndose la extracción de la totalidad del guano blanco de una covadera únicamente con la autorización del Ministerio de Agricultura lo autorice. ",Environment; Wild species & ecosystems,Environment; Fisheries; Wild species & ecosystems,fertilizers/nutrients; prohibited fishing area; fishery management and conservation; birds; migratory species; protection of species; ecosystem conservation; hunting/capture; authorization/permit
LEX-FAOC028651,http://www.fao.org/faolex/results/details/en/c/LEX-FAOC028651,https://faolex.fao.org/docs/pdf/chi28651.pdf,Decreto Nº 90 - Norma de emisión para la regulación de contaminantes asociados a las descargas de residuos líquidos a aguas marinas y continentales superficiales.,,30-05-2000,,,Spanish,Chile,,,Regulation,,"La presente norma tiene como objetivo de protección ambiental prevenir la contaminación de las aguas marinas y continentales superficiales de la República, mediante el control de contaminantes asociados a los residuos líquidos que se descargan a estos cuerpos receptores, logrando así mejorar sustancialmente la calidad ambiental de las aguas, de manera que éstas mantengan o alcancen la condición de ambientes libres de contaminación. ",Environment; Sea; Water,Environment; Sea; Water; Waste & hazardous substances,pollution control; effluent waste water/discharge; freshwater quality/freshwater pollution; hazardous substances; hazardous waste; marine pollution; waste disposal; waste non-domestic sources; waste management; environmental standards; pollution control; effluent waste water/discharge; surface water; freshwater quality/freshwater pollution; hazardous substances; hazardous waste; waste disposal; waste non-domestic sources; environmental standards; marine pollution; pollution control; effluent waste water/discharge; freshwater quality/freshwater pollution; hazardous substances; hazardous waste; waste disposal; waste non-domestic sources; waste management; environmental standards
LEX-FAOC188086,http://www.fao.org/faolex/results/details/en/c/LEX-FAOC188086,https://faolex.fao.org/docs/pdf/chi188086.pdf,Resolución exenta Nº 1690 - Aprueba Metodología para la Identificación y Evaluación Preliminar de Suelos Abandonados con Presencia de Contaminantes.,,30-12-2011,,,Spanish,Chile,,,Regulation,,"La presente Resolución contiene la Metodología para la identificación y evaluación preliminar de suelos abandonados con presencia de contaminantes, para ser aplicada por el Ministerio de Medio Ambiente en el territorio nacional. La metodología contempla la Evaluación de riesgo ambiental y la evaluación preliminar. La primera es el procedimiento de análisis de la contaminación potencial presente en un lugar determinado, cuyo objeto es establecer el riesgo que la misma supone, en el presente o futuro, para los sujetos de protección (poblaciones humanas, ecosistemas u otros recursos). Su finalidad es entregar elementos para tomar decisiones sobre la gestión del riesgo y las consecuentes medidas a adoptar. Por otro lado, los objetivos principales de la evaluación preliminar son proporcionar una base científica sobre la cual decidir si un suelo puede ser excluido de aquellos que merecen atención, identificar situaciones de riesgo que puedan requerir atención inmediata y determinar si es preciso realizar una evaluación adicional más detallada. En lo que refiere al ámbito de aplicación, la presente metodología contempla los suelos que hayan soportado actividades que pueden derivar en la generación de suelos con potencial presencia de contaminantes, por ejemplo actividades mineras; refinerías de petróleo; fundiciones, termoeléctricas y metalúrgicas; almacenamiento de plaguicidas; industrias manufactureras potencialmente contaminadoras; rellenos o vertederos; zonas de derrames o accidentes químicos; almacenamiento transitorio de residuos peligrosos. La Fase I se refiere a la identificación y priorización de suelos abandonados con presencia de contaminantes, que a su vez consiste en: a) Levantamiento de antecedentes (recopilación de datos); b) Identificación y georreferenciación de suelos; c) Priorización de suelos; d) Inspección de suelos. La Fase II se refiere a la evaluación preliminar sitio-específica del riesgo y está integrada por las siguientes componentes: a) Investigación preliminar; b) Investigación confirmatoria. ",Land & soil,Environment; Land & soil; Mineral resources; Waste & hazardous substances,pollution control; soil pollution/quality; hazardous substances; monitoring; risk assessment/management; public health; emissions; effluent waste water/discharge; pollution control; soil pollution/quality; soil conservation/soil improvement; risk assessment/management; monitoring; abandoned land/unoccupied land; data collection/reporting; environmental audit; hazardous waste; exploration; soil pollution/quality; mining; pollution control; hazardous substances; effluent waste water/discharge; hazardous waste; waste management
LEX-FAOC205614,http://www.fao.org/faolex/results/details/en/c/LEX-FAOC205614,https://faolex.fao.org/docs/pdf/chi205614.pdf,Estrategia Nacional de Residuos Orgánicos – Chile 2040.,,2020,,https://mma.gob.cl/,Spanish,Chile,,,Policy,,"La presente Estrategia da cumplimiento al compromiso de Chile contenido en su Contribución Determinada a Nivel Nacional (NDC), en el marco del Acuerdo de Paris, y busca avanzar hacia una economía circular respecto de los residuos orgánicos. La meta de la Estrategia se define en pasar de un 1% a un 66% de valorización de los residuos orgánicos generados a nivel municipal al 2040. Esto implica que la gente genere menos residuos, los separe en origen, y contar con sistemas que permitan que los residuos sean utilizados como recurso en la producción de mejoradores de suelo, energía eléctrica y/o térmica. El alcance de la Estrategia se delimita a los residuos orgánicos manejados por las municipalidades, generados a nivel domiciliario, en ferias libres, parques y jardines, por el sector de hoteles, restaurantes, y cafeterías, como pequeños comercios, quedando fuera los sectores productivos. Entras las acciones contempladas por la Estrategia para lograr las metas propuestas, se encuentran: establecer obligaciones e incentivos para las personas y potenciar la educación ambiental; la creación de un Programa de Residuos Orgánicos que apoye a las municipalidades maximizando la utilización de recursos disponibles; avanzar paulatinamente hacia el cobro a las personas y empresas por los residuos que generan; crear incentivos que permitan viabilidad proyectos privados; utilizar instrumentos públicos para aumentar la demanda de productos obtenidos de la valorización de residuos orgánicos, incluyendo un esquema de certificación para los mismos; modificar y crear un conjunto de instrumentos normativos que propicien la valorización de residuos orgánicos; generar acciones para la prevención y disminución de la pérdida y desperdicios de alimentos; y el levantamiento de una línea base y un sistema de monitoreo permanente. ",Environment,Energy; Environment; Food & nutrition; Waste & hazardous substances,protection of environment; sustainable development; circular economy; food loss and waste; circular economy; bioenergy; circular economy; climate change; waste management; waste disposal; waste prevention; waste domestic sources; organic waste; recycling/reuse; ecofriendly products/ecofriendly processes; classification/declassification; local government; education; subsidy/incentive; certification; liability/compensation; public participation; policy/planning; monitoring; circular economy
LEX-FAOC127211,http://www.fao.org/faolex/results/details/en/c/LEX-FAOC127211,https://faolex.fao.org/docs/pdf/chi127211.pdf,Decreto Nº 40 - Reglamento del Sistema de Evaluación de Impacto Ambiental.,,30-10-2012,06-10-2014,www.leychile.cl,Spanish,Chile,,,Regulation,,"El presente Reglamento establece las disposiciones que rigen el Sistema de Evaluación de Impacto Ambiental y la participación de la comunidad en el proceso de Evaluación de Impacto Ambiental, de conformidad con los preceptos de la Ley Nº 19.300, sobre Bases Generales del Medio Ambiente. El artículo 3º enumera los proyectos o actividades que deberán someterse al Sistema de Evaluación de Impacto Ambiental, por ser susceptibles de causar impacto ambiental, en cualesquiera de sus fases. Entre ellos se contemplan los siguientes : a) acueductos, embalses o tranques y sifones que deban someterse a la autorización establecida en el artículo 294 del Código de Aguas; b) líneas de transmisión eléctrica de alto voltaje y sus subestaciones; c) centrales generadoras de energía mayores a 3 MW; d) reactores y establecimientos nucleares e instalaciones relacionadas ; e) puertos, vías de navegación, astilleros y terminales marítimos; f) proyectos de desarrollo minero, incluidos los de carbón, petróleo y gas, comprendiendo las prospecciones, explotaciones, plantas procesadoras y disposición de residuos y estériles, así como la extracción industrial de áridos, turba o greda ; g) agroindustrias, mataderos, planteles y establos de crianza, lechería y engorda de animales, de dimensiones industriales.  Cabe señalar el artículo 85, referido a la consulta a pueblos indígenas. Cuando los proyectos afecten directamente a uno o más grupos humanos pertenecientes a pueblos indígenas, el Servicio de Evaluación Ambiental deberá diseñar y desarrollar un proceso de consulta de buena fe, que contemple mecanismos apropiados según las características socioculturales propias de cada pueblo y a través de sus instituciones representativas, de modo que puedan participar de manera informada y tengan la posibilidad de influir durante el proceso de evaluación ambiental. ",Environment,Livestock; Energy; Environment; Mineral resources; Water; Waste & hazardous substances,environmental impact assessment (EIA); hygiene/sanitary procedures; environmental impact assessment (EIA); pollution control; legal proceedings/administrative proceedings; indigenous peoples; public participation; environmental impact assessment (EIA); waterworks; environmental impact assessment (EIA); legal proceedings/administrative proceedings; nuclear energy; energy conservation/energy production; environmental impact assessment (EIA); mining; exploration; waste management; environmental impact assessment (EIA)
LEX-FAOC007510,http://www.fao.org/faolex/results/details/en/c/LEX-FAOC007510,https://faolex.fao.org/docs/pdf/chi7510.pdf,Decreto Nº 1 - Reglamento para el control de la contaminación acuática.,,06-01-1992,,www.leychile.cl,Spanish,Chile,,,Regulation,,"El Reglamento consta de 6 títulos, 167 artículos y 1 disposición transitoria. INDICE: Disposiciones generales (I); La nave (II): Ambito de aplicación (1), Las descargas (2), Equipos, dispositivos y sistemas instalados a bordo para la prevención de la contaminación por hidrocarburos (3), Control de la contaminación por el responsable de la misma (4), Prevención de la contaminación por aguas sucias provenientes de naves o artefactos navales (5), Prevención de la contaminación por basuras provenientes de naves y artefactos navales (6), Prevención de la contaminación por vertimiento de desechos y otras materias (7); Instalaciones terrestres y terminales marítimos asociados a las naves y artefactos navales (III); Fuentes terrestres de contaminación (IV): Generalidades (1), Estudio de impacto ambiental acuático (2), Otras disposiciones (3); Buques nucleares y transporte de mercancías radiactivas (V); Sanciones y multas (VI). El presente Reglamento establece el régimen de prevención, vigilancia y combate de la contaminación en las aguas de mar, puertos, ríos y lagos sometidos a la jurisdicción nacional (art. 1º). ",Environment; Sea; Water,Environment; Sea; Water; Waste & hazardous substances,marine pollution; freshwater quality/freshwater pollution; pollution control; marine pollution; effluent waste water/discharge; oil pollution; liability/compensation; harbour; radiation; environmental impact assessment (EIA); hazardous waste; pollution control; effluent waste water/discharge; oil pollution; liability/compensation; sewerage; waste non-domestic sources; waste management; environmental impact assessment (EIA); hazardous waste
LEX-FAOC204672,http://www.fao.org/faolex/results/details/en/c/LEX-FAOC204672,https://faolex.fao.org/docs/pdf/chi204672.pdf,"Ley Nº 21.368 - Regula la entrega de plásticos de un solo uso y las botellas plásticas, y modifica los cuerpos legales que indica.",,06-08-2021,,www.bcn.cl,Spanish,Chile,,,Legislation,,"La presente ley tiene por objeto proteger el medio ambiente y disminuir la generación de residuos, mediante la limitación en la entrega de productos de un solo uso en establecimientos de expendio de alimentos, el fomento a la reutilización y la certificación de los plásticos de un solo uso, y la regulación de las botellas plásticas desechables. Para dichos efectos la Ley contiene las siguientes restricciones a la entrega de productos de un solo uso: para consumo dentro de establecimientos, se prohíbe la entrega de productos de un solo uso; para consumo fuera del establecimiento, se permite la entrega de productos desechables de materiales valorizables distintos del plástico, o plástico certificado conforme al artículo 10, y se prohíben los revolvedores, cubiertos (tenedor, cuchara y cuchillo) y palillos de plásticos de un solo uso; y por último, se hacen extensibles las restricciones anteriores en las dependencias de los organismos públicos. Respecto de las botellas plásticas, se establece que aquellas que son desechables y que se comercialicen por cualquier persona natural o jurídica deberán estar compuestas por un porcentaje de plástico que haya sido recolectado y reciclado dentro del país, en las proporciones que determinará el reglamento de esta ley. Además se establece que todos los comercializadores de bebestibles estarán obligados a ofrecer bebestibles en botellas retornables y a recibir de los consumidores estos envases, incluyendo supermercados. El artículo 10 se refiere a la certificación de plásticos renovables, señalando que corresponderá al Ministerio de Medio Ambiente realizar dicha certificación de acuerdo a los requisitos y procedimientos que se establezcan en el reglamento. Asimismo, se establecen normas sobre educación ambiental relativas al impacto ecológico de los productos de un solo uso y sobre la promoción de compostaje y el desarrollo del compostaje industrial municipal. ",Environment,Environment; Food & nutrition; Waste & hazardous substances; General,offences/penalties; ecofriendly products/ecofriendly processes; certification; education; beverages; vending; packaging/labelling; plastic; recycling/reuse
LEX-FAOC190112,http://www.fao.org/faolex/results/details/en/c/LEX-FAOC190112,https://faolex.fao.org/docs/pdf/chi190112.pdf,Plan de Acción Nacional de Consumo y Producción Sustentables 2017-2022.,,2017,,https://mma.gob.cl,Spanish,Chile,,,Policy,,"El presente documento es un Plan de Acción para Chile en Consumo y Producción Sustentables para el período comprendido entre 2017 y 2022, que permite monitorear y guiar los próximos pasos del país en estas temáticas, implementando así el Programa Nacional de Consumo y Producción Sustentables (PNCPS), de cara al nuevo contexto internacional. El objetivo general del Plan es establecer un marco de referencia dinámico sobre iniciativas nuevas y actividades comprometidas en el PNCPS, siendo sus objetivos específicos los siguientes: presentar las actividades comprometidas a través de las hojas de ruta de cada línea de acción y hacer seguimiento a las actividades del PNCPS ; contar con un instrumento que permita ver el avance de los objetivos de cada línea de acción del PNCPS y de las iniciativas reportadas por todos los actores; facilitar el análisis del vínculo entre las iniciativas reportadas con los Objetivos de Desarrollo Sostenibles a nivel global. Las líneas de acción contempladas por el Plan contemplan las siguientes áreas temáticas: Construcción Sustentable; Información al Consumidor; Turismo Sustentable; Sistemas Alimentarios Sustentables; Energías Limpias y Eficiencia Energética; Empresas de Menor Tamaño Sustentables ; Industria Responsable; Gestión de Agua; Gestión de Residuos. Con respecto al área de Sistemas Alimentarios Sustentables, el objetivo es precisamente impulsar sistemas alimentarios sustentables a nivel local, regional y nacional, incluyendo la producción agropecuaria, la pesca y la acuicultura. En este aspecto el Plan busca ayudar a eliminar el hambre, la inseguridad alimentaria y la malnutrición, como así también hacer que la agricultura sea más productiva y sostenible. Se prevén acciones para alcanzar los siguientes objetivos específicos:  desarrollar e implementar indicadores de sustentabilidad para sistemas alimentarios; promover la incorporación de prácticas más sustentables en procesos, productos y servicios de la cadena de valor alimentaria; reducir la huella ambiental y los impactos sociales negativos de los productos alimentarios; mejorar la disponibilidad de información sobre sustentabilidad de los procesos, productos y servicios de la cadena de valor alimentaria; mejorar la sustentabilidad de las principales pesquerías y operaciones acuícolas; reducir la pérdida y el desperdicio de alimentos a lo largo de la cadena de valor. Con respecto a la gestión del agua, el objetivo principal es garantizar la disponibilidad y el acceso al agua con estándares de calidad y cantidad adecuados, promoviendo una gestión sustentable de los recursos hídricos en los procesos de consumo y de producción del país. Entre los objetivos específicos en este sector se contempla: alcanzar patrones de consumo responsables para el consumo domiciliario de agua potable; optimizar y aumentar la eficiencia en el consumo industrial y agrícola del agua; minimizar la contaminación del agua generada por emisiones industriales; incentivar reutilización de aguas residuales; asegurar un balance entre la disponibilidad y demanda de agua. Dentro del área de energía limpia y eficiencia energética, el objetivo del Plan es impulsar la generación y el uso sustentable de energía eléctrica y térmica, promoviendo el máximo aprovechamiento de los recursos energéticos propios y aplicando altos estándares de sustentabilidad durante todo el ciclo de vida de la energía. En tema de gestión de residuos, el Plan busca desarrollar, implementar y fortalecer mecanismos que permitan prevenir la generación de residuos y valorizar los residuos generados por todos los sectores de la economía, mediante la aplicación de herramientas financieras y educacionales que consideran conceptos como eco-diseño y economía circular. ",Environment,Agriculture; Energy; Environment; Food & nutrition; Fisheries; Water; Waste & hazardous substances,sustainable use; agricultural development; irrigation; circular economy; sustainable development; sustainable use; pollution control; education; climate change; circular economy; agricultural development; marine fisheries; aquaculture; circular economy; food loss and waste; circular economy; pollution control; freshwater quality/freshwater pollution; effluent waste water/discharge; water supply; sustainable use; potable water; circular economy; renewable energy; energy conservation/energy production; bioenergy; circular economy; waste management; waste prevention; recycling/reuse; waste domestic sources; waste non-domestic sources; waste prevention; circular economy
LEX-FAOC036992,http://www.fao.org/faolex/results/details/en/c/LEX-FAOC036992,https://faolex.fao.org/docs/pdf/chi36992.pdf,Decreto Nº 167 - Norma de emisión para olores molestos asociados a la fabricación de pulpa sulfatada.,,09-11-1999,,,Spanish,Chile,,,Regulation,,"El presente Decreto establece para todo el territorio nacional la Norma de emisión para olores molestos (compuestos sulfuro de hidrógeno y mercaptanos: gases TRS), para prevenir y regular la producción de olores molestos provenientes de la fabricación de celulosa mediante el proceso Kraft y asociados a la fabricación de pulpa sulfatada. ",Environment,Air & atmosphere,air quality/air pollution; emissions; environmental standards; pollution control
LEX-FAOC037032,http://www.fao.org/faolex/results/details/en/c/LEX-FAOC037032,https://faolex.fao.org/docs/pdf/chi37032.pdf,Decreto Nº 15 - Certificación de convertidores catalíticos.,,04-02-2000,,,Spanish,Chile,,,Regulation,,"El presente Decreto aprueba las disposiciones para la certificación de convertidores catalíticos: aquella parte del sistema de control de emisiones de un vehículo, presentada como componente del modelo respectivo al momento de su homologación. ",Environment,Air & atmosphere,air quality/air pollution; emissions; environmental standards; pollution control
LEX-FAOC037181,http://www.fao.org/faolex/results/details/en/c/LEX-FAOC037181,https://faolex.fao.org/docs/pdf/chi37181.pdf,Decreto Nº 103 - Norma de emisión de hidrocarburos no metánicos para vehículos livianos y medianos.,,15-09-2000,,,Spanish,Chile,,,Regulation,,"El presente Decreto establece para todo el territorio nacional la norma de emisión de hidrocarburos no metánicos, para vehículos livianos y medianos, que operen con gas natural comprimido. ",Environment,Air & atmosphere,air quality/air pollution; environmental standards; natural gas; pollution control
LEX-FAOC037182,http://www.fao.org/faolex/results/details/en/c/LEX-FAOC037182,https://faolex.fao.org/docs/pdf/chi37182.pdf,Decreto Nº 104 - Norma de emisión para las motocicletas.,,02-05-2000,,,Spanish,Chile,,,Regulation,,El presente Decreto establece para todo el territorio nacional la norma de emisión de monóxido de carbono (CO) e hidrocarburos totales (HCT) para las motocicletas cuya primera inscripción se solicite a contar del 1º de septiembre de 2001. ,Environment,Air & atmosphere,air quality/air pollution; emissions; environmental standards; pollution control
LEX-FAOC037872,http://www.fao.org/faolex/results/details/en/c/LEX-FAOC037872,https://faolex.fao.org/docs/pdf/chi37872.pdf,Decreto Nº 136 - Norma de calidad primaria para plomo en el aire.,,07-08-2000,,,Spanish,Chile,,,Regulation,,"El presente Decreto establece la Norma de calidad primaria para plomo en el aire que tiene por objetivo proteger la salud de la población del país y en particular la población infantil, de aquellos efectos crónicos y crónicos diferidos generados por la exposición a niveles de concentración de plomo en el aire. ",Environment,Air & atmosphere,air quality/air pollution; environmental standards; pollution control; emissions
LEX-FAOC050301,http://www.fao.org/faolex/results/details/en/c/LEX-FAOC050301,https://faolex.fao.org/docs/pdf/chi50301.pdf,Decreto Nº 146 - Norma de emisión de ruidos molestos generados por fuentes fijas.,,24-12-1997,,,Spanish,Chile,,,Regulation,,"El presente Decreto establece los niveles máximos permisibles de presión sonora corregidos, así como los criterios técnicos para evaluar y calificar la emisión de ruidos molestos generados por fuentes fijas hacia la comunidad. El Decreto consta de los siguientes títulos: (I) Disposiciones generales; (II) Definiciones; (III) De los niveles máximos permisibles de presión sonora corregidos; (IV) Del instrumento de medición; (V) Procedimientos de medición; (VI) Vigencia. ",Environment,Air & atmosphere,pollution control; noise pollution
LEX-FAOC050302,http://www.fao.org/faolex/results/details/en/c/LEX-FAOC050302,https://faolex.fao.org/docs/pdf/chi50302.pdf,Decreto Nº 129 - Norma de emisión de ruido para buses de locomoción colectiva urbana y rural.,,03-12-2002,,,Spanish,Chile,,,Regulation,,"El presente Decreto establece la norma de emisión de ruido relativa a los buses de locomoción colectiva urbana y rural. El título I contiene definiciones, mientras que el título II introduce los niveles de emisión máximos permitidos. Los procedimientos de medición a seguir son aquellos descritos en el título IV. ",Environment,Air & atmosphere,pollution control; noise pollution
LEX-FAOC050303,http://www.fao.org/faolex/results/details/en/c/LEX-FAOC050303,https://faolex.fao.org/docs/pdf/chi50303.pdf,Decreto Nº 115 - Norma de calidad primaria de aire para monóxido de carbono.,,06-08-2002,,,Spanish,Chile,,,Regulation,,La presente norma de calidad ambiental tiene por objetivo proteger la salud de la población de los efectos agudos generados por la exposición a niveles de concentración de monóxido de carbono en el aire. El Decreto consta de los siguientes títulos: (I) Disposiciones generales y definiciones; (II) Nivel de norma de calidad primaria para monóxido de carbono en el aire; (III) Metodología de medición de la norma; (IV) Validación de la información de monitoreo de calidad del aire; (V) Fiscalización de la norma; (VI) Implementación de la norma; (VII) Entrada en vigencia. ,Environment,Air & atmosphere,pollution control; air quality/air pollution; monitoring; environmental standards
LEX-FAOC050320,http://www.fao.org/faolex/results/details/en/c/LEX-FAOC050320,https://faolex.fao.org/docs/pdf/chi50320.pdf,Decreto Nº 112 - Norma de calidad primaria de aire para ozono (O3).,,06-08-2002,,,Spanish,Chile,,,Regulation,,El presente Decreto establece la norma de calidad ambiental cuyo objetivo consiste en proteger la salud de la población de todos aquellos efectos agudos que deriven de la exposición a niveles de concentración de ozono en el aire. El Decreto está compuesto por los siguientes títulos: (I) Disposiciones generales y definiciones; (II) Nivel de norma de calidad primaria para ozono en aire; (III) Metodología de medición de la norma; (IV) Validación de la información de monitoreo de calidad de aire; (V) Fiscalización de la norma; (VI) Implementación de la norma; (VII) Entrada en vigencia. ,Environment,Air & atmosphere,air quality/air pollution; emissions; monitoring; environmental standards; pollution control
LEX-FAOC050322,http://www.fao.org/faolex/results/details/en/c/LEX-FAOC050322,https://faolex.fao.org/docs/pdf/chi50322.pdf,Decreto Nº 114 - Norma de calidad primaria de aire para dióxido de nitrógeno (NO2).,,06-08-2002,,,Spanish,Chile,,,Regulation,,El presente Decreto contiene la norma de calidad ambiental relativa a la protección de la salud de la población con respecto a los efectos agudos y crónicos generados por la exposición a niveles de concentración de dióxido de nitrógeno en el aire. La medición de la concentración de dióxido de nitrógeno ene el aire deberá realizarse de acuerdo con uno de los métodos indicados en el artículo 8º. ,Environment,Air & atmosphere,air quality/air pollution; emissions; monitoring; environmental standards; pollution control
LEX-FAOC050324,http://www.fao.org/faolex/results/details/en/c/LEX-FAOC050324,https://faolex.fao.org/docs/pdf/chi50324.pdf,Decreto Nº 165 - Norma de emisión para la regulación del contaminante arsénico emitido al aire.,,27-10-1998,,,Spanish,Chile,,,Regulation,,"El presente Decreto introduce la norma de emisión relativa al contaminante arsénico emitido al aire, con el objeto de alcanzar un mejoramiento substancial de la calidad atmosférica en las zonas afectadas y asimismo una reducción de la exposición al arsénico de la población y de los recursos naturales renovables. El Decreto consta de los siguientes títulos: (I) Disposiciones generales; (II) Cantidades máximas permitidas de emisión de arsénico al aire por tipo de fuente; (III) Metodologías de medición y control de la norma. ",Environment,Air & atmosphere,air quality/air pollution; emissions; environmental standards; pollution control
LEX-FAOC050325,http://www.fao.org/faolex/results/details/en/c/LEX-FAOC050325,https://faolex.fao.org/docs/pdf/chi50325.pdf,Decreto Nº 113 - Norma de calidad primaria de aire para dióxido de azufre (SO2).,,06-08-2002,,,Spanish,Chile,,,Regulation,Y,El presente Decreto introduce la norma de calidad ambiental que tiene por objetivo proteger la salud de la población de los efectos agudos y crónicos generados por la exposición a niveles de concentración de dióxido de azufre en el aire. Los artículos 8º y 9º definen la metodología de medición de la norma. ,Environment,Air & atmosphere,air quality/air pollution; emissions; monitoring; environmental standards; pollution control
LEX-FAOC060431,http://www.fao.org/faolex/results/details/en/c/LEX-FAOC060431,https://faolex.fao.org/docs/pdf/chi60431.pdf,Decreto Nº 138 - Establece obligación de declarar emisiones que indica.,,10-06-2005,,,Spanish,Chile,,,Regulation,,"Teniendo en cuenta que el diagnóstico de las emisiones de contaminantes constituye una herramienta imprescindible para implementar la gestión de la calidad del aire, el presente Decreto dispone que todos los titulares de fuentes fijas de emisión de contaminantes atmosféricos indicados en el artículo 2º deberán entregar a la Secretaría Regional Ministerial de Salud competente del lugar en que se encuentran ubicadas los antecedentes necesarios para estimar las emisiones provenientes de cada una de sus fuentes. ",Environment,Air & atmosphere,pollution control; air quality/air pollution; data collection/reporting
LEX-FAOC073452,http://www.fao.org/faolex/results/details/en/c/LEX-FAOC073452,https://faolex.fao.org/docs/pdf/chi73452.pdf,"Decreto Nº 37 - Establece normas aplicables a las importaciones de las sustancias agotadoras de la capa de ozono, los volúmenes máximos de importación y los criterios para su distribución.",,28-02-2007,,,Spanish,Chile,,,Regulation,,"El presente Decreto tiene por objeto: a) las normas aplicables a las importaciones de las sustancias agotadoras de la capa de ozono comprendidas en los anexos A, B, C y E del Protocolo de Montreal; b) los volúmenes máximos de importación de las sustancias comprendidas en los grupos I y II del anexo A, grupos I-III del anexo B, grupos I-III del anexo C y grupo I del anexo E del Protocolo de Montreal; c) los criterios para la distribución de los mencionados volúmenes máximos de importación. ",Environment,Air & atmosphere,climate change; air quality/air pollution; ozone layer; international trade; hazardous substances; pollution control
LEX-FAOC115917,http://www.fao.org/faolex/results/details/en/c/LEX-FAOC115917,https://faolex.fao.org/docs/pdf/chi115917.pdf,Decreto Nº 39 - Establece norma de emisión de material particulado para los artefactos que combustionen o puedan combustionar leña y derivados de la madera.,,11-11-2011,,,Spanish,Chile,,,Regulation,,"La presente norma de emisión para material particulado, para los artefactos que combustionen o puedan combustionar leña y derivados de la madera, tiene por objeto proteger la salud de las personas, mediante el establecimiento de límites de emisión de material particulado, aplicable a los artefactos nuevos, sean éstos fabricados, construidos o armados en el país o importados, que combustionen o pueden combustionar leña o derivados de la madera. El objetivo último de estas disposiciones es conseguir una reducción de las emisiones de material particulado y un mejoramiento de la calidad del aire. ",Environment,Air & atmosphere,pollution control; air quality/air pollution; emissions; environmental standards
LEX-FAOC119137,http://www.fao.org/faolex/results/details/en/c/LEX-FAOC119137,https://faolex.fao.org/docs/pdf/chi119137.pdf,Resolución Nº 77.885 - Establece procedimiento y criterios en el marco de compensación de emisiones de material particulado en fuentes estacionarias.,,27-12-2012,,,Spanish,Chile,,,Regulation,,La presente Resolución establece el procedimiento y los criterios mediante los cuales se considerarán los aspectos de toxicidad y granulometría en el marco de la compensación de emisiones de material particulado que se efectúen entre fuentes estacionarias instaladas en la Región Metropolitana. ,Environment,Air & atmosphere,air quality/air pollution; emissions; pollution control
LEX-FAOC148087,http://www.fao.org/faolex/results/details/en/c/LEX-FAOC148087,https://faolex.fao.org/docs/pdf/chi148087.pdf,Decreto Nº 144 – Establece normas para evitar emanaciones o contaminantes atmosféricos de cualquier naturaleza.,,02-05-1961,,www.leychile.cl,Spanish,Chile,,,Regulation,,"El presente Decreto introduce el marco normativo general y los principios a aplicarse para evitar emanaciones o contaminantes atmosféricos de cualquier naturaleza. Se contemplan las emanaciones y contaminantes provenientes de, entre otros, establecimientos industriales y sistemas destinados a la incineración de basuras. ",Environment,Air & atmosphere,pollution control; air quality/air pollution; emissions
LEX-FAOC151057,http://www.fao.org/faolex/results/details/en/c/LEX-FAOC151057,https://faolex.fao.org/docs/pdf/chi151057.pdf,Resolución Nº 1.227 – Instrucción de carácter general sobre deberes de remisión de información para fuentes estacionarias reguladas por normas de emisión de contaminantes a la atmósfera y por planes de prevención y/o descontaminación atmosférica.,,29-12-2015,,www.leychile.cl/Consulta,Spanish,Chile,,,Regulation,,"Por la presente Resolución se aprueba la Instrucción de carácter general sobre deberes de remisión de información para fuentes estacionarias reguladas por normas de emisión de contaminantes a la atmósfera y por planes de prevención y/o descontaminación atmosférica. Sus disposiciones se aplican a los titulares actuales y futuros de las fuentes estacionarias emisoras. La instrucción  contempla, entre otros aspectos, el plazo, frecuencia, forma y modo de entrega de la información requerida. ",Environment,Air & atmosphere,air quality/air pollution; data collection/reporting; pollution control
